,Address,Property Type, Price ,Beds,Bath, Square Feet ,Brokerages,Borough,Zipcode,Neighborhood,Neighborhood Safety Rating,Longitude,Latitude,Down Payment,Mortgage Rate,Years,Loan Amount,Loan Payment per month,Property Tax Per Month,Homeowner Insurance, Utility ,Total Payments,Reccomended Occupancy,Maximum Occupancy,Perception
1229,"476 Darlington AveStaten Island, NY 10309",Contingent,"$748,000.00 ",3,2,"1,592", Century 21 Awaye Realty,Staten Island,10309,South Shore,A,-74.2016301,40.5342218,"$149,600.00 ",6.75%,30,"$598,400.00 ","$3,881.21 ",$759.56 ,$155.83 ,$600 ,"$5,396.60 ",6,10,
1230,"307 Ellis StStaten Island, NY 10307",Multi-family home ,"$1,100,000.00 ",3,2,"1,928", Ben Bay Realty Company of Staten Island LLC,Staten Island,10307,South Shore,A,-74.2505102,40.5142085,"$220,000.00 ",6.75%,30,"$880,000.00 ","$5,707.66 ","$1,117.00 ",$229.17 ,$600 ,"$7,653.82 ",6,12,
1231,"322 W 104th StManhattan, NY 10025",Townhouse ,"$3,995,000.00 ",8,8,"5,046", COMPASS,Manhattan,10025,Upper East Side,A,-73.97071,40.80059,"$799,000.00 ",6.75%,30,"$3,196,000.00 ","$20,729.20 ","$4,056.72 ",$832.29 ,$600 ,"$26,218.21 ",16,13,
1232,"202 Baltic St Unit 1Brooklyn, NY 11201",Co-op ,"$659,000.00 ",1,1,440, CENTURY 21,Brooklyn,11201,Northwest Brooklyn,A,-73.996485,40.6867525,"$131,800.00 ",6.75%,30,"$527,200.00 ","$3,419.41 ",$669.18 ,$137.29 ,$550 ,"$4,775.88 ",2,4,
1233,"58-15 Granger StCorona, NY 11368",Multi-family home ,"$1,099,000.00 ",6,3,"2,018", Century Homes Realty Group LLC,Queens,11368,West Queens,C,-73.8545527,40.7385519,"$219,800.00 ",6.75%,30,"$879,200.00 ","$5,702.47 ","$1,115.98 ",$228.96 ,$600 ,"$7,647.41 ",12,10,
1234,"135 Sunset Blvd Unit 10135Bronx, NY 10473",Condo ,"$319,000.00 ",2,2,"1,102", YourHomeSold Guarantee Realty,Bronx,10473,Southeast Bronx,D,-73.853401,40.806951,"$63,800.00 ",6.75%,30,"$255,200.00 ","$1,655.22 ",$323.93 ,$66.46 ,"$1,400 ","$3,445.61 ",4,7,
1235,"1670 Nelson AveBronx, NY 10453",Multi-family home ,"$999,000.00 ",9,3,"3,168", Exp Realty,Bronx,10453,Central Bronx,D,-73.9177608,40.8474641,"$199,800.00 ",6.75%,30,"$799,200.00 ","$5,183.60 ","$1,014.43 ",$208.13 ,$600 ,"$7,006.16 ",18,16,
1236,"170-40 Highland Ave Unit 107Jamaica, NY 11432",Co-op ,"$398,000.00 ",3,2,"1,571", Legacy Estate Realty,Queens,11432,Jamaica,D,-73.79318,40.7125699,"$79,600.00 ",6.75%,30,"$318,400.00 ","$2,065.14 ",$404.15 ,$82.92 ,$600 ,"$3,152.20 ",6,10,
1237,"100 Park Terrace Ter W Unit 1HNew York, NY 10034",Co-op ,"$249,000.00 ",3,1,500, New Heights Realty,Manhattan,10034,Washington Heights,C,-73.916064,40.8717961,"$49,800.00 ",6.75%,30,"$199,200.00 ","$1,292.01 ",$252.85 ,$51.88 ,$600 ,"$2,196.73 ",6,4,
1238,"149-19 46th AveFlushing, NY 11355",Multi-family home ,"$1,299,000.00 ",3,2,"2,648", B Square Realty,Queens,11355,North Queens,B,-73.8114185,40.7544269,"$259,800.00 ",6.75%,30,"$1,039,200.00 ","$6,740.23 ","$1,319.07 ",$270.63 ,$600 ,"$8,929.93 ",6,17,
1239,"209 E 31st StNew York, NY 10016",Townhouse ,"$8,950,000.00 ",3,6,"6,336", Nest Seekers International,Manhattan,10016,Gramercy Park,A,-73.978774,40.7437415,"$1,790,000.00 ",6.75%,30,"$7,160,000.00 ","$46,439.62 ","$9,088.28 ","$1,864.58 ",$205 ,"$57,597.48 ",6,20,
1240,"13035 146th StSouth Ozone Park, NY 11436",House ,"$750,000.00 ",5,3,"1,500", Jaymore Realty Llc,Queens,11436,Jamaica,D,-73.7924388,40.6693291,"$150,000.00 ",6.75%,30,"$600,000.00 ","$3,891.59 ",$761.59 ,$156.25 ,$205 ,"$5,014.43 ",10,8,
1241,"1720 E 51st StBrooklyn, NY 11234",Multi-family home ,"$1,100,000.00 ",5,3,"1,916", COMPASS,Brooklyn,11234,Canarsie,B,-73.9260392,40.6183626,"$220,000.00 ",6.75%,30,"$880,000.00 ","$5,707.66 ","$1,117.00 ",$229.17 ,$600 ,"$7,653.82 ",10,10,
1242,"47 Brookside LoopStaten Island, NY 10309",House ,"$1,275,000.00 ",3,4,"2,380"," Robert Defalco Realty, Inc.",Staten Island,10309,South Shore,A,-74.214287,40.5393625,"$255,000.00 ",6.75%,30,"$1,020,000.00 ","$6,615.70 ","$1,294.70 ",$265.63 ,$600 ,"$8,776.02 ",6,10,
1243,"2848 Brighton 4th StBrooklyn, NY 11235",House ,"$689,000.00 ",2,2,750, RELIABLE SELL & BUY REALTY INC,Brooklyn,11235,South Brooklyn,C,-73.9645608,40.5817208,"$137,800.00 ",6.75%,30,"$551,200.00 ","$3,575.07 ",$699.65 ,$143.54 ,$600 ,"$5,018.26 ",4,5,
1244,"2 Dartmouth St Apt M28Forest Hills, NY 11375",Co-op ,"$320,000.00 ",1,1,"2,184", Exp Realty,Queens,11375,West Central Queens,B,-73.8499268,40.7192438,"$64,000.00 ",6.75%,30,"$256,000.00 ","$1,660.41 ",$324.94 ,$66.67 ,$600 ,"$2,652.02 ",2,18,
1245,"37 Prospect Pl Unit TownhouseBrooklyn, NY 11217",Townhouse ,"$3,995,000.00 ",5,6,"2,184", Brown Harris Stevens,Brooklyn,11217,Northwest Brooklyn,A,-73.9764616,40.6799381,"$799,000.00 ",6.75%,30,"$3,196,000.00 ","$20,729.20 ","$4,056.72 ",$832.29 ,$205 ,"$25,823.21 ",10,7,
1246,"128-17 143rd StJamaica, NY 11436",Multi-family home ,"$1,399,000.00 ",6,5,"2,500", Prestige Homes Ny Inc,Queens,11436,Jamaica,D,-73.7955639,40.6717866,"$279,800.00 ",6.75%,30,"$1,119,200.00 ","$7,259.11 ","$1,420.61 ",$291.46 ,$375 ,"$9,346.18 ",12,9,
1247,"111 Sunset BlvdBronx, NY 10473",House ,"$395,000.00 ",2,2,"1,089", Cross Country Realty,Bronx,10473,Southeast Bronx,D,-73.853819,40.807051,"$79,000.00 ",6.75%,30,"$316,000.00 ","$2,049.57 ",$401.10 ,$82.29 ,$600 ,"$3,132.96 ",4,7,
1248,"5037 Fieldston RdBronx, NY 10471",House ,"$1,250,000.00 ",4,2,"2,273", COMPASS,Bronx,10471,Riverdale,A,-73.9019402,40.8976524,"$250,000.00 ",6.75%,30,"$1,000,000.00 ","$6,485.98 ","$1,269.31 ",$260.42 ,$375 ,"$8,390.71 ",8,14,
1249,"110-11 72nd Ave Unit 4BForest Hills, NY 11375",Co-op ,"$719,000.00 ",3,2,"1,440", Keller Williams,Queens,11375,West Central Queens,B,-73.8403901,40.721289,"$143,800.00 ",6.75%,30,"$575,200.00 ","$3,730.74 ",$730.11 ,$149.79 ,$600 ,"$5,210.64 ",6,9,
1250,"3121 Corlear AveBronx, NY 10463",Multi-family home ,"$795,000.00 ",3,4,"1,171", EXIT REALTY PRIVATE CLIENT,Bronx,10463,Riverdale,A,-73.9074446,40.8809803,"$159,000.00 ",6.75%,30,"$636,000.00 ","$4,125.08 ",$807.28 ,$165.63 ,$205 ,"$5,302.99 ",6,5,
1251,"115-11 142nd StJamaica, NY 11436",Multi-family home ,"$1,175,000.00 ",6,5,"2,184", Cypress Estates Realty LLC,Queens,11436,Jamaica,D,-73.800217,40.6820237,"$235,000.00 ",6.75%,30,"$940,000.00 ","$6,096.82 ","$1,193.15 ",$244.79 ,$600 ,"$8,134.77 ",12,8,
1252,"255 E 74th St Apt 16CManhattan, NY 10021",Condo ,"$4,250,000.00 ",3,4,"2,054", COMPASS,Manhattan,10021,Upper East Side,A,-73.9574549,40.7704759,"$850,000.00 ",6.75%,30,"$3,400,000.00 ","$22,052.34 ","$4,315.66 ",$885.42 ,$600 ,"$27,853.41 ",6,9,
1253,"240 E 29th StNew York, NY 10016",Townhouse ,"$2,500,000.00 ",3,4,"2,201", Elegran Real Estate And Development,Manhattan,10016,Gramercy Park,A,-73.9786641,40.741725,"$500,000.00 ",6.75%,30,"$2,000,000.00 ","$12,971.96 ","$2,538.63 ",$520.83 ,$375 ,"$16,406.42 ",6,9,
1254,"3836 Laurel AveBrooklyn, NY 11224",Multi-family home ,"$850,000.00 ",3,2.5,"1,600", 5 Boro Realty Corp,Brooklyn,11224,South Brooklyn,C,-74.0072206,40.5776897,"$170,000.00 ",6.75%,30,"$680,000.00 ","$4,410.47 ",$863.13 ,$177.08 ,$600 ,"$6,050.68 ",6,9,
1255,"1932 Narragansett AveBronx, NY 10461",House ,"$1,350,000.00 ",4,2,"2,948", Elite Real Estate Group 1 Llc,Bronx,10461,Southeast Bronx,D,-73.8500157,40.8548137,"$270,000.00 ",6.75%,30,"$1,080,000.00 ","$7,004.86 ","$1,370.86 ",$281.25 ,$375 ,"$9,031.97 ",8,18,
1256,"314 Montreal AveStaten Island, NY 10306",House ,"$929,000.00 ",5,2.5,"2,200"," Robert Defalco Realty, Inc.",Staten Island,10306,South Shore,A,-74.1263587,40.5592121,"$185,800.00 ",6.75%,30,"$743,200.00 ","$4,820.38 ",$943.35 ,$193.54 ,$600 ,"$6,557.28 ",10,12,
1257,"216 Hett AveStaten Island, NY 10306",Townhouse ,"$549,990.00 ",3,2,"2,184", EXIT HOME KEY REALTY,Staten Island,10306,South Shore,A,-74.1050355,40.5610279,"$109,998.00 ",6.75%,30,"$439,992.00 ","$2,853.78 ",$558.49 ,$114.58 ,$375 ,"$3,901.85 ",6,14,
1258,"217 W 21st StNew York, NY 10011",Multi-family home ,"$34,000,000.00 ",3,8,"2,184", Corcoran,Manhattan,10011,Chelsea,A,-73.9973776,40.7433901,"$6,800,000.00 ",6.75%,30,"$27,200,000.00 ","$176,418.68 ","$34,525.30 ","$7,083.33 ",$600 ,"$218,627.32 ",6,5,
1259,"4409 Atlantic AveBrooklyn, NY 11224",Multi-family home ,"$1,550,000.00 ",6,6,"2,184", Berkshire Hathaway,Brooklyn,11224,South Brooklyn,C,-74.0098832,40.5757051,"$310,000.00 ",6.75%,30,"$1,240,000.00 ","$8,042.62 ","$1,573.95 ",$322.92 ,$205 ,"$10,144.48 ",12,7,
1260,"1777 Madison Ave Apt 32Manhattan, NY 10035",Co-op ,"$265,000.00 ",1,1,"2,184", COMPASS,Manhattan,10035,East Harlem,D,-73.9443376,40.8003865,"$53,000.00 ",6.75%,30,"$212,000.00 ","$1,375.03 ",$269.09 ,$55.21 ,"$1,700 ","$3,399.33 ",2,18,
1261,"164-47 73rd AveFresh Meadows, NY 11366",House ,"$879,000.00 ",4,2.5,"1,630", Milgram Brokerage,Queens,11366,Central Queens,B,-73.8032584,40.7282179,"$175,800.00 ",6.75%,30,"$703,200.00 ","$4,560.94 ",$892.58 ,$183.13 ,$600 ,"$6,236.65 ",8,9,
1262,"2316 1st AveNew York, NY 10035",Land ,"$1,200,000.00 ",3,2.5,"2,184"," Nest Seekers International, Westside",Manhattan,10035,East Harlem,D,-73.933806,40.797735,"$240,000.00 ",6.75%,30,"$960,000.00 ","$6,226.54 ","$1,218.54 ",$250.00 ,$550 ,"$8,245.08 ",6,12,
1263,"167 E 80th StNew York, NY 10075",Townhouse ,"$7,500,000.00 ",4,2,"4,250", Douglas Elliman ,Manhattan,10075,Upper East Side,A,-73.957627,40.77551,"$1,500,000.00 ",6.75%,30,"$6,000,000.00 ","$38,915.89 ","$7,615.88 ","$1,562.50 ",$375 ,"$48,469.26 ",8,27,
1264,"268-25 82nd Ave Unit 279BNew Hyde Park, NY 11040",Co-op ,"$325,000.00 ",2,1,"2,184", Floral Homes Inc,Queens,11040,nan,,-73.70245,40.7427699,"$65,000.00 ",6.75%,30,"$260,000.00 ","$1,686.36 ",$330.02 ,$67.71 ,$205 ,"$2,289.08 ",4,18,
1265,"202-24 45th RdBayside, NY 11361",House ,"$755,000.00 ",2,2,"2,184", Jamie & Connie Real Estate Grp,Queens,11361,Northeast Queens,A,-73.7796734,40.7565607,"$151,000.00 ",6.75%,30,"$604,000.00 ","$3,917.53 ",$766.66 ,$157.29 ,$600 ,"$5,441.49 ",4,14,
1266,"3875 Waldo Ave Apt 2EBronx, NY 10463",Co-op ,"$325,000.00 ",2,2,"2,184", TREBACH REALTY INC,Bronx,10463,Riverdale,A,-73.9033819,40.8890553,"$65,000.00 ",6.75%,30,"$260,000.00 ","$1,686.36 ",$330.02 ,$67.71 ,"$3,000 ","$5,084.08 ",4,14,
1267,"258 Broadway Apt 3DNew York, NY 10007",Co-op ,"$1,395,000.00 ",2,1,"2,184", Douglas Elliman  ,Manhattan,10007,Lower Manhattan,A,-74.0070904,40.7134524,"$279,000.00 ",6.75%,30,"$1,116,000.00 ","$7,238.35 ","$1,416.55 ",$290.63 ,$375 ,"$9,320.53 ",4,18,
1268,"1056 Arden AveStaten Island, NY 10312",House ,"$649,000.00 ",3,2,980," Robert Defalco Realty, Inc.",Staten Island,10312,South Shore,A,-74.174846,40.5434215,"$129,800.00 ",6.75%,30,"$519,200.00 ","$3,367.52 ",$659.03 ,$135.21 ,$550 ,"$4,711.76 ",6,6,
1269,"118 Cannon AveStaten Island, NY 10314",House ,"$499,999.00 ",2,1,800, RE MAX,Staten Island,10314,Mid Island,B,-74.1889609,40.594453,"$99,999.80 ",6.75%,30,"$399,999.20 ","$2,594.39 ",$507.72 ,$104.17 ,$205 ,"$3,411.28 ",4,7,
1270,"220 Nome AveStaten Island, NY 10314",Multi-family home ,"$999,998.00 ",4,4,"2,720", RE MAX,Staten Island,10314,Mid Island,B,-74.1585168,40.5862681,"$199,999.60 ",6.75%,30,"$799,998.40 ","$5,188.77 ","$1,015.45 ",$208.33 ,$205 ,"$6,617.56 ",8,11,
1271,"1016 Putnam AveBedford Stuyvesant, NY 11221",Multi-family home ,"$1,358,000.00 ",6,3,"2,184", Coldwell Banker,Brooklyn,11221,Williamsburg,B,-73.9215141,40.6871306,"$271,600.00 ",6.75%,30,"$1,086,400.00 ","$7,046.37 ","$1,378.98 ",$282.92 ,$205 ,"$8,913.27 ",12,11,
1272,"617 W 227th StBronx, NY 10463",House ,"$1,650,000.00 ",5,4,"2,184", TREBACH REALTY INC,Bronx,10463,Riverdale,A,-73.9157055,40.8806865,"$330,000.00 ",6.75%,30,"$1,320,000.00 ","$8,561.49 ","$1,675.49 ",$343.75 ,$600 ,"$11,180.74 ",10,9,
1273,"299 Henry St Unit D1Brooklyn, NY 11201",Co-op ,"$680,000.00 ",1,1,"2,184", Keller Williams,Brooklyn,11201,Northwest Brooklyn,A,-73.9956516,40.6915357,"$136,000.00 ",6.75%,30,"$544,000.00 ","$3,528.37 ",$690.51 ,$141.67 ,"$1,700 ","$6,060.55 ",2,18,
1274,"9031 Fort Hamilton Pkwy Apt 6CBrooklyn, NY 11209",Co-op ,"$258,888.00 ",1,1,650, RE MAX,Brooklyn,11209,Southwest Brooklyn,B,-74.0267532,40.617279,"$51,777.60 ",6.75%,30,"$207,110.40 ","$1,343.31 ",$262.89 ,$53.94 ,"$1,400 ","$3,060.14 ",2,5,
1275,"1761 Tenbroeck AveBronx, NY 10461",Townhouse ,"$660,000.00 ",3,2.5,"1,283", Keller Williams,Bronx,10461,Southeast Bronx,D,-73.8492232,40.851494,"$132,000.00 ",6.75%,30,"$528,000.00 ","$3,424.60 ",$670.20 ,$137.50 ,$375 ,"$4,607.29 ",6,7,
1276,"315 E 77th St Apt 4DNew York, NY 10075",Co-op ,"$300,000.00 ",1,1,"2,184", Douglas Elliman ,Manhattan,10075,Upper East Side,A,-73.955157,40.7719231,"$60,000.00 ",6.75%,30,"$240,000.00 ","$1,556.64 ",$304.64 ,$62.50 ,$205 ,"$2,128.77 ",2,18,
1277,"42 Post LnStaten Island, NY 10303",Townhouse ,"$318,888.00 ",2,2,"1,270", Red Door Realty Group,Staten Island,10303,Port Richmond,C,-74.1646633,40.6384591,"$63,777.60 ",6.75%,30,"$255,110.40 ","$1,654.64 ",$323.81 ,$66.44 ,$600 ,"$2,644.89 ",4,8,
1278,"303 E 57th St Apt 19BManhattan, NY 10022",Co-op ,"$330,000.00 ",1,2,"2,184", COMPASS,Manhattan,10022,Gramercy Park,A,-73.964779,40.7595774,"$66,000.00 ",6.75%,30,"$264,000.00 ","$1,712.30 ",$335.10 ,$68.75 ,"$1,400 ","$3,516.15 ",2,14,
1279,"400 Central Park W Apt 8HNew York, NY 10025",Condo ,"$747,000.00 ",11,1,747, Douglas Elliman ,Manhattan,10025,Upper East Side,A,-73.9636725,40.7942099,"$149,400.00 ",6.75%,30,"$597,600.00 ","$3,876.02 ",$758.54 ,$155.63 ,$375 ,"$5,165.19 ",22,6,
1280,"78-18 74th StGlendale, NY 11385",House ,"$699,000.00 ",2,2,"2,184", Keller Williams,Queens,11385,West Central Queens,B,-73.8752532,40.7037872,"$139,800.00 ",6.75%,30,"$559,200.00 ","$3,626.96 ",$709.80 ,$145.63 ,$600 ,"$5,082.39 ",4,14,
1281,"15 W 72nd St Apt 5TManhattan, NY 10023",Co-op ,"$875,000.00 ",1,1,"2,184", COMPASS,Manhattan,10023,Upper East Side,A,-73.9769247,40.7769649,"$175,000.00 ",6.75%,30,"$700,000.00 ","$4,540.19 ",$888.52 ,$182.29 ,$600 ,"$6,211.00 ",2,18,
1282,"640 W 231st St Apt 7CBronx, NY 10463",Co-op ,"$385,000.00 ",2,2,"1,100", COMPASS,Bronx,10463,Riverdale,A,-73.9148245,40.8827696,"$77,000.00 ",6.75%,30,"$308,000.00 ","$1,997.68 ",$390.95 ,$80.21 ,$600 ,"$3,068.84 ",4,7,
1283,"84-12 35th Ave Unit 4CQueens, NY 11372",Co-op ,"$985,000.00 ",3,2,"2,184", Douglas Elliman ,Queens,11372,West Queens,C,-73.8822788,40.7518439,"$197,000.00 ",6.75%,30,"$788,000.00 ","$5,110.95 ","$1,000.22 ",$205.21 ,$375 ,"$6,691.38 ",6,14,
1284,"13811 Beach Channel Dr Unit 8CBrooklyn, NY 11694",Co-op ,"$349,000.00 ",1,1,"1,017", Belle Harbor Realty,Brooklyn,11694,Rockaway,C,-73.8586706,40.5781687,"$69,800.00 ",6.75%,30,"$279,200.00 ","$1,810.89 ",$354.39 ,$72.71 ,"$1,000 ","$3,237.99 ",2,8,
1285,"422 E 84th StNew York, NY 10028",Townhouse ,"$5,950,000.00 ",4,4,"2,184", Coldwell Banker,Manhattan,10028,Upper East Side,A,-73.9495633,40.7750765,"$1,190,000.00 ",6.75%,30,"$4,760,000.00 ","$30,873.27 ","$6,041.93 ","$1,239.58 ",$600 ,"$38,754.78 ",8,9,
1286,"61-23 Booth StRego Park, NY 11374",House ,"$968,000.00 ",3,2,"1,344", EXIT REALTY ONE,Queens,11374,West Central Queens,B,-73.8683812,40.7309404,"$193,600.00 ",6.75%,30,"$774,400.00 ","$5,022.74 ",$982.96 ,$201.67 ,$600 ,"$6,807.37 ",6,8,
1287,"64-34 Grand Central Pkwy Unit 2AForest Hills, NY 11375",Condo ,"$569,000.00 ",2,2,"2,184", RE MAX,Queens,11375,West Central Queens,B,-73.8448704,40.7332174,"$113,800.00 ",6.75%,30,"$455,200.00 ","$2,952.42 ",$577.79 ,$118.54 ,$550 ,"$4,198.75 ",4,14,
1288,"20 Cliff St Apt 8FStaten Island, NY 10305",Condo ,"$238,000.00 ",1,1,650, Robert Defalco Realty Inc.,Staten Island,10305,Stapleton,D,-74.060351,40.6109595,"$47,600.00 ",6.75%,30,"$190,400.00 ","$1,234.93 ",$241.68 ,$49.58 ,"$1,000 ","$2,526.19 ",2,5,
1289,"71-12 66th StGlendale, NY 11385",Multi-family home ,"$1,200,000.00 ",6,6,"5,712", Douglas Elliman ,Queens,11385,West Central Queens,B,-73.8891107,40.7023326,"$240,000.00 ",6.75%,30,"$960,000.00 ","$6,226.54 ","$1,218.54 ",$250.00 ,$600 ,"$8,295.08 ",12,18,
1290,"255 W 90th St Apt 9CNew York, NY 10024",Co-op ,"$4,995,000.00 ",4,3,"2,184", Douglas Elliman  ,Manhattan,10024,Upper East Side,A,-73.9748583,40.7910972,"$999,000.00 ",6.75%,30,"$3,996,000.00 ","$25,917.98 ","$5,072.17 ","$1,040.63 ",$600 ,"$32,630.78 ",8,11,
1291,"32-26 Parsons BlvdFlushing, NY 11354",House ,"$911,600.00 ",3,2,"1,596", REALHome Services & Solutions,Queens,11354,North Queens,B,-73.8246067,40.7685072,"$182,320.00 ",6.75%,30,"$729,280.00 ","$4,730.10 ",$925.68 ,$189.92 ,$600 ,"$6,445.70 ",6,10,
1292,"3088 Heath AveBronx, NY 10463",House ,"$598,000.00 ",3,2,"1,144", Howard Hanna | Rand Realty,Bronx,10463,Riverdale,A,-73.9011666,40.87796,"$119,600.00 ",6.75%,30,"$478,400.00 ","$3,102.89 ",$607.24 ,$124.58 ,$600 ,"$4,434.72 ",6,7,
1293,"85-28 Grand Ave Unit 4CElmhurst, NY 11373",Condo ,"$472,000.00 ",1,1,700, Keller Williams,Queens,11373,West Queens,C,-73.8812513,40.73531,"$94,400.00 ",6.75%,30,"$377,600.00 ","$2,449.11 ",$479.29 ,$98.33 ,$205 ,"$3,231.73 ",2,6,
1294,"133-38 130th StSouth Ozone Park, NY 11420",House ,"$549,000.00 ",1,2,"2,184", Fillmore Real Estate,Queens,11420,nan,,-73.809973,40.669243,"$109,800.00 ",6.75%,30,"$439,200.00 ","$2,848.64 ",$557.48 ,$114.38 ,$600 ,"$4,120.50 ",2,14,
1295,"639 Tompkins AveStaten Island, NY 10305",Multi-family home ,"$3,995,000.00 ",3,2.5,"12,200", Joanne Costa Realty,Staten Island,10305,Stapleton,D,-74.0701607,40.6107278,"$799,000.00 ",6.75%,30,"$3,196,000.00 ","$20,729.20 ","$4,056.72 ",$832.29 ,"$1,000 ","$26,618.21 ",6,68,
1298,"1625 71st StBrooklyn, NY 11204",House ,"$1,085,000.00 ",5,3,"1,200", RE MAX,Brooklyn,11204,Borough Park,B,-73.997597,40.618311,"$217,000.00 ",6.75%,30,"$868,000.00 ","$5,629.83 ","$1,101.76 ",$226.04 ,$600 ,"$7,557.64 ",10,6,
1299,"664 Crescent StBrooklyn, NY 11208",Multi-family home ,"$680,000.00 ",3,2,"1,535", Keller Williams Hudson Valley,Brooklyn,11208,East New York,F,-73.869277,40.6713695,"$136,000.00 ",6.75%,30,"$544,000.00 ","$3,528.37 ",$690.51 ,$141.67 ,$600 ,"$4,960.55 ",6,10,
1300,"1561 Unionport Rd Apt TdBronx, NY 10462",Condo ,"$200,000.00 ",1,2.5,637, Howard Hanna | Rand Realty,Bronx,10462,Southeast Bronx,D,-73.8613485,40.8389649,"$40,000.00 ",6.75%,30,"$160,000.00 ","$1,037.76 ",$203.09 ,$41.67 ,$375 ,"$1,657.51 ",2,4,
1301,"144-55 Melbourne Ave Unit 1HFlushing, NY 11367",Co-op ,"$210,000.00 ",2,1,"1,000", Century Homes Realty Group LLC,Queens,11367,Central Queens,B,-73.8232512,40.734848,"$42,000.00 ",6.75%,30,"$168,000.00 ","$1,089.64 ",$213.24 ,$43.75 ,$550 ,"$1,896.64 ",4,8,
1302,"51 Anaconda StStaten Island, NY 10312",Townhouse ,"$525,000.00 ",2,2,996, RE MAX,Staten Island,10312,South Shore,A,-74.195582,40.546286,"$105,000.00 ",6.75%,30,"$420,000.00 ","$2,724.11 ",$533.11 ,$109.38 ,"$1,000 ","$4,366.60 ",4,6,
1303,"7312 Avenue UBrooklyn, NY 11234",Multi-family home ,"$999,000.00 ",5,3,"2,184", Prime Realty,Brooklyn,11234,Canarsie,B,-73.9055089,40.6207744,"$199,800.00 ",6.75%,30,"$799,200.00 ","$5,183.60 ","$1,014.43 ",$208.13 ,$375 ,"$6,781.16 ",10,11,
1304,"2401-2407 Richmond Rd Unit AStaten Island, NY 10306",Multi-family home ,"$1,799,000.00 ",3,1,"5,400"," Neuhaus Realty, Inc.",Staten Island,10306,South Shore,A,-74.1187369,40.5767317,"$359,800.00 ",6.75%,30,"$1,439,200.00 ","$9,334.62 ","$1,826.79 ",$374.79 ,$205 ,"$11,741.21 ",6,45,
1305,"2074 Fifth AveNew York, NY 10035",Townhouse ,"$1,900,000.00 ",9,5,"5,000"," Garfield, Leslie J. & Co., Inc.",Manhattan,10035,East Harlem,D,-73.9412356,40.8082842,"$380,000.00 ",6.75%,30,"$1,520,000.00 ","$9,858.69 ","$1,929.36 ",$395.83 ,$600 ,"$12,783.88 ",18,18,
1306,"99-50 164th AveHoward Beach, NY 11414",House ,"$519,000.00 ",3,2,"1,200", Sovereign Realty Of Ny Inc,Queens,11414,nan,,-73.830298,40.651735,"$103,800.00 ",6.75%,30,"$415,200.00 ","$2,692.98 ",$527.02 ,$108.13 ,$205 ,"$3,533.12 ",6,8,
1307,"305 S Greenleaf AveStaten Island, NY 10314",House ,"$728,900.00 ",4,1,960, Wonica REALTORS & Appraisers,Staten Island,10314,Mid Island,B,-74.1248333,40.6163157,"$145,780.00 ",6.75%,30,"$583,120.00 ","$3,782.11 ",$740.16 ,$151.85 ,$550 ,"$5,224.12 ",8,8,
1308,"110-11 Queens Blvd Unit 6LQueens, NY 11375",Co-op ,"$549,000.00 ",2,1,"2,184", Brown Harris Stevens Forest Hills LLC,Queens,11375,West Central Queens,B,-73.8398387,40.7201292,"$109,800.00 ",6.75%,30,"$439,200.00 ","$2,848.64 ",$557.48 ,$114.38 ,$600 ,"$4,120.50 ",4,18,
1309,"490 Jansen StStaten Island, NY 10312",Pending,"$2,300,000.00 ",6,2.5,"4,346", Brooklyn4U Rltyof DykerHeights,Staten Island,10312,South Shore,A,-74.179841,40.5274146,"$460,000.00 ",6.75%,30,"$1,840,000.00 ","$11,934.20 ","$2,335.54 ",$479.17 ,$600 ,"$15,348.91 ",12,24,
1310,"1835 Corporal Kennedy St Apt 2FBayside, NY 11360",Co-op ,"$299,999.00 ",2,2,"1,300", EXIT REALTY FIRST CHOICE,Queens,11360,North Queens,B,-73.7834998,40.7808597,"$59,999.80 ",6.75%,30,"$239,999.20 ","$1,556.63 ",$304.63 ,$62.50 ,"$3,000 ","$4,923.76 ",4,8,
1311,"729 E 18th StBrooklyn, NY 11230",Pending,"$1,800,000.00 ",7,4,"2,832", Corcoran,Brooklyn,11230,Borough Park,B,-73.9597006,40.6331671,"$360,000.00 ",6.75%,30,"$1,440,000.00 ","$9,339.81 ","$1,827.81 ",$375.00 ,$375 ,"$11,917.62 ",14,12,
1312,"25 W 13th St Apt 1ONNew York, NY 10011",Co-op ,"$1,195,000.00 ",2,2,"2,184", Corcoran,Manhattan,10011,Chelsea,A,-73.9955368,40.7361476,"$239,000.00 ",6.75%,30,"$956,000.00 ","$6,200.60 ","$1,213.46 ",$248.96 ,$205 ,"$7,868.02 ",4,14,
1313,"86-16 60th Ave Unit 2NQueens, NY 11373",Co-op ,"$200,000.00 ",1,1,"2,184", Keller Williams,Queens,11373,West Queens,C,-73.8735933,40.7304899,"$40,000.00 ",6.75%,30,"$160,000.00 ","$1,037.76 ",$203.09 ,$41.67 ,$205 ,"$1,487.51 ",2,18,
1317,"2818 W 17th St Apt 1BBrooklyn, NY 11224",Condo ,"$599,000.00 ",2,2,"1,095", Ashford Homes LLC,Brooklyn,11224,South Brooklyn,C,-73.9853674,40.5784256,"$119,800.00 ",6.75%,30,"$479,200.00 ","$3,108.08 ",$608.25 ,$124.79 ,$600 ,"$4,441.13 ",4,7,
